productType,price,sqft,rooms,bathrooms,location,pricePerSqft,latitude,longitude
Apartment,1650000,864,1,2,Downtown Dubai,1909.7222222222222,25.191381,55.273664
Residence,2499999,2300,4,4,Dubailand,1086.9560869565216,25.075078548965,55.358802272005
Residence,3750000,2228,3,4,Dubai Hills Estate,1683.1238779174148,25.098793405011,55.253703993446
Apartment,630000,653,0,1,Barsha Heights (Tecom),964.7779479326186,25.100338,55.175141
Apartment,970000,471,1,1,Business Bay,2059.447983014862,25.184497709977,55.261755675681
House,4595000,4347,4,4,Green Community,1057.0508396595353,24.9997588125,55.1643113125
Apartment,1685000,1613,2,2,Jumeirah Lake Towers (JLT),1044.6373217606942,25.071698,55.143677
Apartment,599999,425,0,1,Jumeirah Village Circle (JVC),1411.7623529411765,25.050803683826,55.205220721407
House,7500000,3805,5,4,The Meadows,1971.090670170828,25.045728219038,55.174816899499
Apartment,14500000,6552,4,6,Culture Village,2213.064713064713,25.227242,55.342072
Apartment,3800000,1218,2,3,Jumeirah,3119.8686371100166,25.239766957492,55.251476714629
Apartment,750000,638,1,2,Jumeirah Village Circle (JVC),1175.5485893416928,25.057510171891,55.199233241504
Apartment,1850000,717,1,2,Palm Jumeirah,2580.1952580195257,25.111515,55.138575
