productType,price,sqft,rooms,bathrooms,location,pricePerSqft
House,10750000,4283,5,6,Dubai Hills Estate,2509.922951202428
Apartment,2650000,1430,1,2,Jumeirah Beach Residence (JBR),1853.1468531468531
Apartment,1600000,1020,1,1,Business Bay,1568.6274509803923
Apartment,4100000,1296,1,1,Palm Jumeirah,3163.58024691358
Apartment,2075000,1371,2,3,Dubai Marina,1513.4938001458788
Residence,1999999,2382,4,5,DAMAC Hills 2 (Akoya by DAMAC),839.6301427371957
Apartment,950000,761,1,2,Dubai Marina,1248.3574244415242
Apartment,2700000,1580,2,3,Business Bay,1708.860759493671
Apartment,5500000,1833,3,4,Downtown Dubai,3000.545553737043
Apartment,750000,904,1,2,Jumeirah Village Circle (JVC),829.6460176991151
Apartment,3150000,1448,3,4,Dubai Creek Harbour,2175.414364640884
Apartment,1695000,607,0,1,Palm Jumeirah,2792.4217462932456
Apartment,2100000,879,1,2,Dubai Marina,2389.078498293515
Apartment,6500000,1783,3,4,Downtown Dubai,3645.541222658441
Residence,2000000,2026,3,3,Town Square,987.1668311944719
Apartment,18000000,7690,5,7,Dubai Marina,2340.702210663199
Apartment,1250000,1589,2,3,Jumeirah Village Circle (JVC),786.6582756450598
Apartment,2400000,827,1,2,Dubai Marina,2902.055622732769
House,2800000,2363,3,4,Town Square,1184.934405416843
Apartment,1850000,1227,2,2,Dubai Marina,1507.7424612876935
Apartment,950000,1049,2,2,Arjan,905.6244041944709
Apartment,5600000,1403,2,3,Dubai Marina,3991.4468995010693
Apartment,3100000,2789,3,4,Dubai Marina,1111.5095016134815
House,5500000,3527,3,4,Jumeirah Park,1559.398922597108
Apartment,1500000,1357,2,3,Business Bay,1105.379513633014
Apartment,1600000,1439,2,4,Dubai Marina,1111.8832522585128
Apartment,3500000,3310,4,5,Jumeirah Golf Estates,1057.4018126888218
Apartment,7500000,1947,3,5,Dubai Harbour,3852.080123266564
House,13000000,6000,5,3,Arabian Ranches,2166.6666666666665
Apartment,2500000,2051,3,3,Al Jaddaf,1218.9176011701609
House,11250000,6000,5,5,Arabian Ranches,1875.0
Apartment,16000000,2555,4,6,Jumeirah Beach Residence (JBR),6262.230919765167
Apartment,2500000,772,1,1,Umm Suqeim,3238.3419689119173
Apartment,1550000,712,1,2,Dubai Marina,2176.9662921348313
Apartment,3100000,826,1,2,Downtown Dubai,3753.0266343825665
Apartment,2600000,1551,2,2,Dubai Marina,1676.3378465506125
Apartment,1300000,1356,1,2,Business Bay,958.7020648967551
Apartment,850000,1572,2,3,Dubai Sports City,540.7124681933842
Apartment,729000,1255,2,2,Dubai Production City (IMPZ),580.8764940239043
Apartment,9000000,4053,3,4,Palm Jumeirah,2220.577350111029
Apartment,1700000,915,1,1,Downtown Dubai,1857.9234972677596
House,15000000,13896,4,5,Arabian Ranches,1079.447322970639
House,23000000,8680,5,7,Mohammed Bin Rashid City,2649.769585253456
Residence,2400000,3041,4,5,Jumeirah Village Circle (JVC),789.2140743176586
Apartment,650000,977,2,3,Dubai Production City (IMPZ),665.3019447287616
Apartment,2350000,934,1,2,Bur Dubai,2516.0599571734474
Apartment,3000000,1998,2,4,Palm Jumeirah,1501.5015015015015
Apartment,630000,479,0,1,Arjan,1315.240083507307
Apartment,1100000,780,2,1,Wasl Gate,1410.2564102564102
Apartment,850000,723,1,2,Jumeirah Village Circle (JVC),1175.6569847856156
Apartment,2040600,1218,2,2,Business Bay,1675.3694581280788
Apartment,5200000,1760,2,2,Palm Jumeirah,2954.5454545454545
Apartment,650000,980,1,2,Discovery Gardens,663.265306122449
Apartment,18000000,6037,4,6,Jumeirah Beach Residence (JBR),2981.613384131191
House,14000000,5967,5,6,Jumeirah Golf Estates,2346.2376403552876
Residence,4000000,2600,4,4,Mudon,1538.4615384615386
Apartment,3950000,1896,1,2,Al Barari,2083.3333333333335
Apartment,730000,759,1,1,Dubai Sports City,961.7918313570487
Apartment,5990000,1079,1,2,Palm Jumeirah,5551.436515291937
Apartment,1300000,806,1,2,Dubai Marina,1612.9032258064517
Apartment,2590000,2126,2,3,Jumeirah Heights,1218.250235183443
Apartment,360000,468,0,1,Remraam,769.2307692307693
Apartment,1320000,713,1,2,Dubai Marina,1851.3323983169705
House,3300000,2456,3,3,The Springs,1343.6482084690554
Apartment,2300000,1368,2,3,Business Bay,1681.2865497076023
Apartment,2800000,2796,2,3,Jumeirah Village Circle (JVC),1001.4306151645208
House,6500000,6502,5,6,Al Furjan,999.6924023377422
Apartment,1780000,976,1,2,Business Bay,1823.7704918032787
Apartment,1200000,577,1,2,Sobha Hartland,2079.7227036395147
Apartment,500000,439,0,1,Jumeirah Village Circle (JVC),1138.9521640091116
Apartment,1200000,657,1,1,Dubai Hills Estate,1826.4840182648402
House,3050000,2719,3,3,Arabian Ranches,1121.7359323280618
Apartment,650000,743,1,2,Dubai Studio City,874.8317631224764
Apartment,8000000,3210,3,4,Dubai Creek Harbour,2492.2118380062307
Apartment,1800000,962,1,1,The Views,1871.1018711018712
Apartment,1250000,719,0,1,Jumeirah Beach Residence (JBR),1738.5257301808067
Apartment,6565000,1890,3,3,Dubai Marina,3473.5449735449733
House,3300000,3778,3,4,Dubailand,873.4780307040762
Apartment,1600000,2630,2,3,Jumeirah Village Circle (JVC),608.3650190114068
Apartment,1775000,1270,2,2,Business Bay,1397.6377952755906
Apartment,3800000,1144,2,2,Dubai Harbour,3321.6783216783215
Apartment,3000000,1109,2,3,Za'abeel,2705.139765554554
House,2300000,3046,3,4,Reem,755.0886408404465
Apartment,550000,768,1,2,Dubai Sports City,716.1458333333334
Apartment,1600000,1100,2,2,Jumeirah Lake Towers (JLT),1454.5454545454545
Apartment,3800000,1421,2,3,Dubai Marina,2674.173117522871
Apartment,14500000,6552,4,6,Culture Village,2213.064713064713
Apartment,4050000,1546,2,2,Downtown Dubai,2619.6636481241912
Apartment,2900000,1921,3,3,Jumeirah Beach Residence (JBR),1509.6304008328996
Apartment,1850000,828,1,2,Downtown Dubai,2234.2995169082124
Apartment,999999,738,1,2,Al Jaddaf,1355.0121951219512
Apartment,830000,933,2,3,Town Square,889.6034297963558
Apartment,1868888,1033,2,2,Dubai Hills Estate,1809.1848983543077
Apartment,950000,1662,2,3,Liwan,571.6004813477738
Apartment,470000,523,0,1,Mirdif,898.6615678776291
House,7700000,4335,4,5,Jumeirah Park,1776.239907727797
House,3000000,3146,3,4,Al Furjan,953.5918626827718
Apartment,1850000,637,1,2,Palm Jumeirah,2904.2386185243327
House,3500000,3302,3,3,Motor City,1059.9636583888553
Apartment,1250000,1085,1,2,Jumeirah Lake Towers (JLT),1152.073732718894
Apartment,2250000,1006,1,2,Downtown Dubai,2236.5805168986085
Apartment,4300000,1108,1,1,Palm Jumeirah,3880.8664259927796
Apartment,920000,1441,2,3,Dubai Sports City,638.4455239417072
Apartment,1400000,642,1,1,Dubai Hills Estate,2180.685358255452
House,4000000,2246,3,3,The Springs,1780.9439002671415
House,3950000,3052,3,3,Arabian Ranches 2,1294.2332896461337
House,6900000,4802,5,5,Dubai Sports City,1436.9012911286964
House,4300000,3230,4,4,Jumeirah Village Triangle (JVT),1331.2693498452013
House,1800000,1847,2,2,Serena,974.5533297238766
Apartment,1180000,707,1,2,Sobha Hartland,1669.024045261669
House,140000000,20190,10,12,Palm Jumeirah,6934.125804853888
Apartment,370000,411,0,1,Dubai Sports City,900.2433090024331
Apartment,730000,920,1,2,Jumeirah Village Circle (JVC),793.4782608695652
Apartment,750000,478,0,1,Arjan,1569.0376569037658
House,15000000,4969,4,5,Jumeirah,3018.7160394445564
House,6900000,4801,5,5,Dubai Sports City,1437.200583211831
Apartment,560000,517,0,1,Arjan,1083.1721470019343
Apartment,2300000,1533,2,2,Business Bay,1500.3261578604045
Apartment,2400000,1417,2,3,Downtown Dubai,1693.7191249117855
House,3195000,2788,4,3,Dubai Sports City,1145.9827833572454
Apartment,3400000,1665,3,4,Dubai Creek Harbour,2042.042042042042
Apartment,3000000,1863,2,2,Sobha Hartland,1610.3059581320451
House,7700000,5176,5,5,Dubai Sports City,1487.6352395672334
Apartment,1730400,1132,2,3,Business Bay,1528.6219081272084
Apartment,3450000,1203,2,3,Jumeirah,2867.8304239401496
Apartment,1990000,1331,2,2,Dubai Marina,1495.1164537941397
Apartment,700000,607,0,1,Jumeirah Village Circle (JVC),1153.2125205930806
Apartment,1355000,1674,2,3,Dubai Sports City,809.4384707287933
Apartment,3100000,1562,2,3,Dubai Hills Estate,1984.6350832266326
House,7950000,5003,5,6,Nad Al Sheba,1589.0465720567659
Residence,2500000,2446,4,4,Dubailand,1022.0768601798856
House,8299995,5308,5,4,Arabian Ranches,1563.676525998493
Apartment,2000000,1294,2,3,Jumeirah Beach Residence (JBR),1545.595054095827
Apartment,3500000,2029,3,3,Jumeirah Beach Residence (JBR),1724.9876786594382
House,5800000,5500,6,6,The Villa,1054.5454545454545
House,6600000,4100,4,3,The Meadows,1609.7560975609756
Apartment,1250000,1514,2,3,Jumeirah Village Circle (JVC),825.6274768824306
Apartment,500000,468,0,1,Arjan,1068.3760683760684
House,2450000,1889,2,3,Arabian Ranches,1296.982530439386
Apartment,3300000,1299,1,2,Palm Jumeirah,2540.415704387991
House,1950000,2178,3,4,Town Square,895.3168044077134
Apartment,1270000,918,1,2,Business Bay,1383.442265795207
Apartment,1150000,1362,2,3,Al Furjan,844.3465491923641
Apartment,4100000,2208,3,4,DIFC,1856.8840579710145
House,10000000,9000,5,6,The Villa,1111.111111111111
Apartment,1120000,1137,2,2,Jumeirah Village Circle (JVC),985.0483729111697
Apartment,2100000,1562,2,2,Jumeirah Beach Residence (JBR),1344.4302176696542
Residence,2649999,2151,3,4,Tilal Al Ghaf,1231.9846582984658
Residence,2100000,2265,3,4,Town Square,927.1523178807947
House,20000000,9441,6,7,The Meadows,2118.419658934435
House,4100000,2471,4,4,Dubai Hills Estate,1659.247268312424
Apartment,485000,327,0,1,Jumeirah Village Circle (JVC),1483.1804281345567
House,3250000,1794,3,3,The Springs,1811.5942028985507
Apartment,770000,885,1,2,Jumeirah Village Circle (JVC),870.0564971751412
Apartment,1100000,471,1,2,Business Bay,2335.456475583864
Apartment,1690000,1979,2,4,Jumeirah Lake Towers (JLT),853.966649823143
House,6300000,6458,6,8,Al Furjan,975.5342211210901
Apartment,1250000,1408,3,3,Town Square,887.7840909090909
House,19000000,7646,6,10,Jumeirah Islands,2484.9594559246666
Apartment,3400000,1624,3,3,Dubai Creek Harbour,2093.5960591133003
House,4650000,3527,3,4,Jumeirah Park,1318.4009072866459
Apartment,950000,1040,2,2,Town Square,913.4615384615385
House,7600000,4099,4,3,The Meadows,1854.1107587216395
Apartment,1975000,2292,3,5,Jumeirah Lake Towers (JLT),861.6928446771378
Apartment,3100000,1702,3,4,Dubai Marina,1821.3866039952995
Apartment,650000,1158,1,2,Remraam,561.3126079447323
Apartment,980000,866,1,2,Jumeirah Village Circle (JVC),1131.6397228637413
House,1265000,1882,3,5,DAMAC Hills 2 (Akoya by DAMAC),672.1572794899043
House,4999999,5297,4,5,Al Furjan,943.9303379271286
Apartment,4400000,2017,3,3,The Views,2181.457610312345
House,25000000,7250,5,7,Jumeirah Islands,3448.2758620689656
Apartment,1300000,337,0,1,Palm Jumeirah,3857.566765578635
Apartment,620000,419,0,1,Jumeirah Lake Towers (JLT),1479.7136038186156
Apartment,2290000,1290,2,3,Jumeirah Beach Residence (JBR),1775.1937984496124
Apartment,1350000,802,1,2,Dubai Marina,1683.291770573566
Apartment,1800000,825,1,1,Dubai Creek Harbour,2181.818181818182
Apartment,3100000,1562,2,3,Dubai Hills Estate,1984.6350832266326
House,3550000,5398,4,5,Jumeirah Village Circle (JVC),657.6509818451278
House,5399000,6889,5,4,Arabian Ranches,783.7131659166788
Apartment,3800000,1894,3,3,Jumeirah Beach Residence (JBR),2006.335797254488
House,7600000,3805,5,5,The Meadows,1997.3718791064389
Apartment,1730400,1132,2,3,Business Bay,1528.6219081272084
House,6399000,4335,4,5,Jumeirah Park,1476.1245674740485
House,13500000,6634,5,6,Al Barari,2034.9713596623455
Apartment,1750000,833,1,1,Dubai Marina,2100.840336134454
Apartment,1200000,684,1,2,Jumeirah Lake Towers (JLT),1754.3859649122808
House,2100000,1820,3,3,Serena,1153.8461538461538
Apartment,2980000,2443,4,5,Dubai Marina,1219.8117069177242
House,5300000,5600,5,6,Al Furjan,946.4285714285714
Apartment,1400000,1236,2,3,Business Bay,1132.6860841423947
Apartment,850000,827,1,2,Jumeirah Village Circle (JVC),1027.8113663845224
Apartment,1100000,1099,1,2,Business Bay,1000.9099181073703
Apartment,1150000,668,1,1,Business Bay,1721.556886227545
Apartment,2150000,1393,2,3,Jumeirah Beach Residence (JBR),1543.4314429289304
Residence,17500000,5823,3,4,Palm Jumeirah,3005.323716297441
House,1200000,1300,3,3,DAMAC Hills 2 (Akoya by DAMAC),923.0769230769231
House,5000000,3063,3,4,Jumeirah Park,1632.3865491348351
House,2790000,1889,2,3,Arabian Ranches,1476.9719428268925
Apartment,1730300,1129,2,3,Business Bay,1532.5952170062
House,2250000,2236,3,4,Reem,1006.2611806797853
Apartment,1190200,781,1,2,Business Bay,1523.943661971831
Apartment,1540000,745,1,2,Downtown Dubai,2067.1140939597317
House,4100000,2183,3,2,The Lakes,1878.1493357764543
Residence,4250000,2387,4,4,Dubai Hills Estate,1780.4775869291998
House,4000000,3900,3,4,Al Furjan,1025.6410256410256
Apartment,1590000,1349,2,2,Culture Village,1178.650852483321
Apartment,1200000,902,1,2,Jumeirah Lake Towers (JLT),1330.3769401330378
Apartment,2250000,1288,2,2,Business Bay,1746.8944099378882
Apartment,605000,672,1,2,Dubai Studio City,900.297619047619
Residence,950000,492,0,1,Business Bay,1930.8943089430895
Apartment,4700000,1494,2,2,Umm Suqeim,3145.917001338688
Apartment,2100000,1267,2,3,Jumeirah Beach Residence (JBR),1657.4585635359117
House,3250000,2692,2,4,Jumeirah Village Triangle (JVT),1207.2808320950967
Apartment,7000000,1156,2,3,Jumeirah Beach Residence (JBR),6055.363321799308
Residence,1590000,1937,2,2,Jumeirah Village Triangle (JVT),820.8569953536396
House,3300000,2690,2,2,Jumeirah Village Triangle (JVT),1226.7657992565055
Apartment,7500000,4729,3,5,Palm Jumeirah,1585.9589765278072
House,9500000,4689,5,6,Jumeirah Park,2026.0183407976115
Residence,4600000,2346,4,6,Meydan City,1960.7843137254902
Apartment,1000000,1234,2,3,Barsha Heights (Tecom),810.3727714748784
Residence,2750000,2411,3,4,Al Furjan,1140.605557859809
Apartment,3600000,1480,3,4,Dubai Creek Harbour,2432.4324324324325
House,2875000,2524,4,3,Reem,1139.0649762282092
Apartment,1250000,486,1,1,Dubai Hills Estate,2572.01646090535
Apartment,1729300,1127,2,3,Business Bay,1534.4276841171252
Apartment,830000,903,2,2,Town Square,919.1583610188261
Apartment,1499900,1391,3,3,Dubai Marina,1078.2890007189073
Apartment,830000,622,1,1,DAMAC Hills,1334.4051446945339
Apartment,2380000,2341,3,5,Motor City,1016.6595472020504
Apartment,3100000,1491,2,3,Downtown Dubai,2079.141515761234
Apartment,1500000,666,1,1,Business Bay,2252.252252252252
Apartment,1729700,1128,2,3,Business Bay,1533.4219858156027
Residence,2350000,1446,2,4,Jumeirah Golf Estates,1625.1728907330566
House,8000000,8883,5,5,Arabian Ranches,900.5966452774963
Apartment,1590000,802,1,2,Business Bay,1982.5436408977557
Apartment,1300000,1302,3,3,Jumeirah Village Circle (JVC),998.4639016897081
House,5600000,2940,3,3,Dubai Hills Estate,1904.7619047619048
Apartment,4500000,1997,2,2,Umm Suqeim,2253.3800701051578
Apartment,5000000,1716,2,3,Downtown Dubai,2913.7529137529136
Residence,9600000,6246,4,5,Dubai Marina,1536.983669548511
Apartment,1750000,1206,2,3,Dubai Marina,1451.077943615257
Residence,4200000,2418,4,4,Dubai Hills Estate,1736.9727047146403
Apartment,5300000,1566,3,2,Za'abeel,3384.418901660281
Apartment,1399900,539,1,1,Sobha Hartland,2597.21706864564
Apartment,650000,681,1,2,Jumeirah Village Circle (JVC),954.4787077826726
House,13000000,6369,5,6,Jumeirah Park,2041.136756162663
Residence,4200000,4098,4,5,Motor City,1024.8901903367496
Apartment,1000000,667,1,2,Dubai Marina,1499.2503748125937
House,6999999,3703,4,4,The Lakes,1890.3588981906562
Apartment,1397100,843,1,2,Business Bay,1657.2953736654804
Apartment,1900000,1316,2,2,Jumeirah Beach Residence (JBR),1443.7689969604862
Apartment,1499000,707,1,1,Dubai Creek Harbour,2120.2263083451203
Apartment,2800000,1939,3,5,Dubai Marina,1444.043321299639
Apartment,1192000,796,1,2,Business Bay,1497.4874371859296
Apartment,1900000,921,1,2,Downtown Dubai,2062.975027144408
House,6500000,4200,4,4,Dubai Sports City,1547.6190476190477
Residence,3195000,2200,4,3,Dubai Sports City,1452.2727272727273
House,10500000,9794,5,6,Arabian Ranches,1072.084949969369
House,6000000,4280,5,5,DAMAC Hills,1401.8691588785048
Apartment,42000000,2698,3,4,Jumeirah,15567.086730911786
House,8200000,6210,5,6,Motor City,1320.450885668277
Apartment,755630,756,1,2,Majan,999.510582010582
Apartment,1135050,1195,2,3,Majan,949.8326359832636
Apartment,4750000,1717,3,3,Dubai Hills Estate,2766.453115899825
Residence,2000000,1403,2,2,Meydan City,1425.5167498218104
Apartment,1950000,845,1,2,Downtown Dubai,2307.6923076923076
Residence,2400000,1964,3,4,Mudon,1221.9959266802443
Apartment,3500000,1040,2,2,Downtown Dubai,3365.3846153846152
House,7500000,3998,5,5,The Meadows,1875.9379689844923
House,2750000,3500,4,6,Jumeirah Village Circle (JVC),785.7142857142857
Apartment,3780000,2014,2,3,Culture Village,1876.8619662363456
Residence,3600000,2603,4,5,Mudon,1383.0195927775644
Apartment,1450000,936,1,2,Downtown Dubai,1549.145299145299
House,6500000,4107,4,5,Dubai Science Park,1582.663744825907
Apartment,873490,874,1,2,Majan,999.4164759725401
Apartment,4100000,1228,2,2,Jumeirah,3338.7622149837134
Apartment,1150000,886,1,1,Dubai Marina,1297.9683972911964
Apartment,1500000,758,1,1,Dubai Creek Harbour,1978.891820580475
House,8200000,8495,5,6,Motor City,965.2736904061212
Apartment,6200000,1573,2,3,Palm Jumeirah,3941.513032422123
Apartment,1650000,1472,2,3,Business Bay,1120.9239130434783
Apartment,2350000,1883,3,3,Jumeirah Beach Residence (JBR),1248.008497079129
Apartment,971800,1026,2,2,Al Furjan,947.1734892787524
Apartment,2250000,1198,2,2,Dubai Hills Estate,1878.1302170283807
Apartment,8100000,2436,3,4,Jumeirah,3325.1231527093596
Apartment,690000,929,1,2,Jumeirah Village Circle (JVC),742.7341227125942
Apartment,2300000,1416,2,3,Jumeirah Beach Residence (JBR),1624.2937853107344
Apartment,7000000,2266,3,4,Palm Jumeirah,3089.143865842895
House,4950000,5600,5,6,Al Furjan,883.9285714285714
Apartment,1600000,745,1,1,Downtown Dubai,2147.6510067114095
Apartment,786200,786,1,2,Majan,1000.2544529262086
Apartment,5200000,2056,2,3,Downtown Dubai,2529.182879377432
Apartment,2100000,1329,2,3,Dubai Marina,1580.135440180587
Apartment,5300000,1915,2,4,Business Bay,2767.6240208877284
Apartment,1400000,1378,2,3,Downtown Dubai,1015.9651669085631
House,11500000,4931,5,4,The Meadows,2332.1841411478404
Apartment,925000,1279,2,3,Dubai Sports City,723.2212666145426
House,25000000,6500,5,6,Jumeirah Islands,3846.153846153846
Apartment,3790000,1836,2,4,Dubai Marina,2064.2701525054467
Apartment,1241300,796,1,2,Business Bay,1559.4221105527638
Apartment,800000,664,1,1,Jumeirah Lake Towers (JLT),1204.8192771084337
Apartment,3300000,1529,2,3,Dubai Marina,2158.273381294964
Apartment,1110921,1170,2,3,Majan,949.5051282051282
House,23000000,5757,5,5,Dubai Hills Estate,3995.136355740837
House,9200000,6802,4,5,Arabian Ranches,1352.5433695971774
Apartment,1900000,1118,1,2,Palm Jumeirah,1699.4633273703041
Apartment,1800000,1715,1,2,Dubai Creek Harbour,1049.5626822157435
Apartment,560000,359,0,1,Arjan,1559.8885793871866
Apartment,1390100,781,1,2,Business Bay,1779.8975672215108
Apartment,2300000,1126,2,2,Dubai Creek Harbour,2042.6287744227354
House,20000000,5285,4,5,Jumeirah Islands,3784.295175023652
Apartment,2250000,1806,3,4,Jumeirah Golf Estates,1245.8471760797343
Apartment,2650000,1372,2,2,Dubai Marina,1931.4868804664723
Apartment,3200000,2954,2,2,Downtown Dubai,1083.2769126607989
Apartment,2600000,1144,1,2,Palm Jumeirah,2272.7272727272725
Apartment,2500000,1330,2,2,Bur Dubai,1879.6992481203008
Apartment,2595000,1278,2,2,The Views,2030.5164319248827
Apartment,3249000,2300,3,4,Dubai Marina,1412.608695652174
Residence,1525000,1636,2,2,Jumeirah Village Triangle (JVT),932.1515892420538
